25,16,16,0,0,0,0,0,273,1515,5.55,18,30,22,121,5.5,2,0,0,20,1,0
26,16,16,0,0,0,0,0,376,1699,4.52,17,9,6,41,6.83,0,3,0,17,0,0
23,16,15,0,0,0,0,0,363,1760,4.85,10,39,21,125,5.95,0,9,0,10,0,0
25,16,16,0,0,0,0,0,0,0,0.0,0,154,96,1431,14.91,12,1,0,12,0,0
23,16,16,0,0,0,0,0,316,1238,3.92,8,76,63,477,7.57,4,1,0,12,0,0
30,16,14,0,0,0,0,0,290,1312,4.52,13,42,36,207,5.75,2,2,0,15,0,0
32,16,16,0,0,0,0,0,0,0,0.0,0,155,96,1058,11.02,10,0,0,10,0,0
27,16,16,0,0,0,0,0,0,0,0.0,0,171,115,1575,13.7,8,1,0,8,1,0
23,16,16,0,0,0,0,0,3,-1,-0.33,0,150,78,1331,17.06,12,3,0,12,1,0
29,16,16,413,635,5069,34,17,22,-1,-0.05,0,0,0,0,0.0,0,6,0,0,0,0
25,16,16,341,536,4038,28,13,56,207,3.7,4,0,0,0,0.0,0,10,0,4,0,2
22,16,15,0,0,0,0,0,268,1282,4.78,9,59,50,377,7.54,1,3,0,10,0,0
29,16,16,0,0,0,0,0,292,1110,3.8,11,77,52,426,8.19,1,1,0,12,0,0
27,16,16,0,0,0,0,0,342,1487,4.35,9,35,28,218,7.79,0,3,0,9,0,0
23,16,3,0,0,0,0,0,197,824,4.18,12,75,62,565,9.11,2,6,0,14,0,0
29,14,14,0,0,0,0,0,233,936,4.02,9,74,54,402,7.44,5,2,0,14,0,0
27,16,16,312,478,4009,34,11,31,84,2.71,0,0,0,0,0.0,0,8,0,0,0,2
25,16,15,0,0,0,0,0,0,0,0.0,0,140,80,1292,16.15,9,1,0,9,1,0
29,14,14,0,0,0,0,0,5,40,8.0,0,129,78,1421,18.22,6,1,0,6,0,0
27,16,15,0,0,0,0,0,2,4,2.0,0,148,88,1382,15.7,7,1,0,7,0,0
25,16,16,384,616,4526,25,18,57,200,3.51,2,0,0,0,0.0,0,5,0,2,1,1
23,15,14,0,0,0,0,0,251,1228,4.89,9,62,43,260,6.05,1,1,0,10,0,0
28,12,11,0,0,0,0,0,9,67,7.44,0,127,89,1038,11.66,11,4,0,11,0,0
37,16,16,401,598,4583,30,14,18,-2,-0.11,0,0,0,0,0.0,0,11,0,0,0,1
26,13,13,0,0,0,0,0,219,1089,4.97,15,12,6,36,6.0,0,3,0,15,0,0
27,16,15,0,0,0,0,0,2,22,11.0,0,138,83,1248,15.04,7,1,0,7,0,0
35,16,16,0,0,0,0,0,7,33,4.71,0,140,69,1052,15.25,10,1,0,10,0,0
31,16,16,0,0,0,0,0,2,0,0.0,0,125,69,1008,14.61,11,3,0,11,0,0
26,16,16,1,1,42,0,0,0,0,0.0,0,121,81,952,11.75,4,0,0,4,0,0
29,15,15,0,0,0,0,0,0,0,0.0,0,107,77,848,11.01,6,2,0,6,0,0
24,15,15,0,0,0,0,0,2,-4,-2.0,0,181,104,1265,12.16,6,4,0,6,0,0
28,16,16,0,0,0,0,0,0,0,0.0,0,92,60,704,11.73,8,1,0,8,0,0
25,14,14,0,0,0,0,0,240,1036,4.32,6,66,43,373,8.67,2,6,0,8,1,0
25,16,16,0,0,0,0,0,4,69,17.25,0,101,59,1098,18.61,7,1,0,7,0,0
25,12,11,0,0,0,0,0,253,1042,4.12,7,62,40,379,9.48,1,5,0,8,0,0
22,15,15,0,0,0,0,0,250,1036,4.14,8,67,47,300,6.38,1,2,0,9,0,0
32,16,16,371,555,4002,27,12,20,21,1.05,1,0,0,0,0.0,0,1,0,1,0,1
25,15,13,0,0,0,0,0,238,885,3.72,7,61,52,417,8.02,2,7,0,9,0,0
30,16,16,0,0,0,0,0,0,0,0.0,0,131,82,1145,13.96,6,0,0,6,1,0
32,16,16,345,571,3916,23,11,39,147,3.77,2,0,0,0,0.0,0,7,0,2,0,0
26,16,15,327,516,3693,21,11,73,270,3.7,2,0,0,0,0.0,0,7,0,2,0,2
27,16,13,2,3,41,1,0,214,916,4.28,10,43,33,254,7.7,0,1,0,10,0,0
25,16,6,0,1,0,0,1,0,0,0.0,0,121,79,928,11.75,10,1,0,10,0,0
32,16,15,0,0,0,0,0,1,4,4.0,0,124,81,1043,12.88,7,1,0,7,0,0
24,16,16,0,0,0,0,0,0,0,0.0,0,157,86,1022,11.88,7,0,0,7,0,0
